province,year,month,form,count
Ceuta,2019,6,SL,1
Melilla,2019,6,SL,2
Araba / Álava,2019,6,Otras,0
Albacete,2019,6,Otras,1
Alacant / Alicante,2019,6,Otras,0
Almería,2019,6,Otras,0
Ávila,2019,6,Otras,0
Badajoz,2019,6,Otras,0
Illes Balears,2019,6,Otras,0
Barcelona,2019,6,Otras,9
Burgos,2019,6,Otras,0
Cáceres,2019,6,Otras,0
Cádiz,2019,6,Otras,0
Castelló / Castellón,2019,6,Otras,0
Ciudad Real,2019,6,Otras,0
Córdoba,2019,6,Otras,0
"Coruña, A",2019,6,Otras,0
Cuenca,2019,6,Otras,0
Girona,2019,6,Otras,0
Granada,2019,6,Otras,0
Guadalajara,2019,6,Otras,0
Gipuzkoa,2019,6,Otras,0
Huelva,2019,6,Otras,0
Huesca,2019,6,Otras,0
Jaén,2019,6,Otras,0
León,2019,6,Otras,0
Lleida,2019,6,Otras,1
"Rioja, La",2019,6,Otras,0
Lugo,2019,6,Otras,0
Madrid,2019,6,Otras,7
Málaga,2019,6,Otras,0
Murcia,2019,6,Otras,5
Navarra,2019,6,Otras,0
Ourense,2019,6,Otras,0
Asturias,2019,6,Otras,0
Palencia,2019,6,Otras,0
"Palmas, Las",2019,6,Otras,0
Pontevedra,2019,6,Otras,0
Salamanca,2019,6,Otras,0
Santa Cruz de Tenerife,2019,6,Otras,0
Cantabria,2019,6,Otras,0
Segovia,2019,6,Otras,0
Sevilla,2019,6,Otras,1
Soria,2019,6,Otras,0
Tarragona,2019,6,Otras,1
Teruel,2019,6,Otras,0
Toledo,2019,6,Otras,0
València / Valencia,2019,6,Otras,0
Valladolid,2019,6,Otras,0
Bizkaia,2019,6,Otras,0
Zamora,2019,6,Otras,0
Zaragoza,2019,6,Otras,0
Ceuta,2019,6,Otras,0
Melilla,2019,6,Otras,0
Araba / Álava,2019,7,SA,8
Albacete,2019,7,SA,1
Alacant / Alicante,2019,7,SA,2
Almería,2019,7,SA,3
Ávila,2019,7,SA,0
Badajoz,2019,7,SA,0
Illes Balears,2019,7,SA,1
Barcelona,2019,7,SA,27
Burgos,2019,7,SA,2
Cáceres,2019,7,SA,0
Cádiz,2019,7,SA,1
Castelló / Castellón,2019,7,SA,1
Ciudad Real,2019,7,SA,2
Córdoba,2019,7,SA,0
"Coruña, A",2019,7,SA,1
Cuenca,2019,7,SA,0
Girona,2019,7,SA,2
Granada,2019,7,SA,0
Guadalajara,2019,7,SA,2
Gipuzkoa,2019,7,SA,3
Huelva,2019,7,SA,0
Huesca,2019,7,SA,0
Jaén,2019,7,SA,0
León,2019,7,SA,0
Lleida,2019,7,SA,0
"Rioja, La",2019,7,SA,2
Lugo,2019,7,SA,1
Madrid,2019,7,SA,58
Málaga,2019,7,SA,6
Murcia,2019,7,SA,3
Navarra,2019,7,SA,2
Ourense,2019,7,SA,0
Asturias,2019,7,SA,4
Palencia,2019,7,SA,1
"Palmas, Las",2019,7,SA,1
Pontevedra,2019,7,SA,0
Salamanca,2019,7,SA,2
Santa Cruz de Tenerife,2019,7,SA,1
Cantabria,2019,7,SA,0
Segovia,2019,7,SA,0
Sevilla,2019,7,SA,6
Soria,2019,7,SA,0
Tarragona,2019,7,SA,0
Teruel,2019,7,SA,0
Toledo,2019,7,SA,1
València / Valencia,2019,7,SA,9
Valladolid,2019,7,SA,0
Bizkaia,2019,7,SA,9
Zamora,2019,7,SA,1
Zaragoza,2019,7,SA,3
Ceuta,2019,7,SA,0
Melilla,2019,7,SA,0
Araba / Álava,2019,7,SL,12
Albacete,2019,7,SL,22
Alacant / Alicante,2019,7,SL,50
Almería,2019,7,SL,17
Ávila,2019,7,SL,5
Badajoz,2019,7,SL,18
Illes Balears,2019,7,SL,55
Barcelona,2019,7,SL,320
Burgos,2019,7,SL,12
Cáceres,2019,7,SL,9
Cádiz,2019,7,SL,17
Castelló / Castellón,2019,7,SL,19
Ciudad Real,2019,7,SL,9
Córdoba,2019,7,SL,14
"Coruña, A",2019,7,SL,36
Cuenca,2019,7,SL,2
Girona,2019,7,SL,26
Granada,2019,7,SL,10
Guadalajara,2019,7,SL,3
Gipuzkoa,2019,7,SL,30
Huelva,2019,7,SL,7
Huesca,2019,7,SL,4
Jaén,2019,7,SL,5
León,2019,7,SL,10
Lleida,2019,7,SL,14
"Rioja, La",2019,7,SL,10
Lugo,2019,7,SL,6
Madrid,2019,7,SL,506
Málaga,2019,7,SL,54
Murcia,2019,7,SL,37
Navarra,2019,7,SL,17
Ourense,2019,7,SL,3
Asturias,2019,7,SL,26
Palencia,2019,7,SL,1
"Palmas, Las",2019,7,SL,29
Pontevedra,2019,7,SL,20
Salamanca,2019,7,SL,8
Santa Cruz de Tenerife,2019,7,SL,28
Cantabria,2019,7,SL,17
Segovia,2019,7,SL,4
Sevilla,2019,7,SL,64
Soria,2019,7,SL,0
Tarragona,2019,7,SL,19
Teruel,2019,7,SL,4
Toledo,2019,7,SL,18
València / Valencia,2019,7,SL,268
Valladolid,2019,7,SL,15
Bizkaia,2019,7,SL,54
Zamora,2019,7,SL,6
Zaragoza,2019,7,SL,35
Ceuta,2019,7,SL,0
Melilla,2019,7,SL,0
Araba / Álava,2019,7,Otras,0
Albacete,2019,7,Otras,1
Alacant / Alicante,2019,7,Otras,0
Almería,2019,7,Otras,0
Ávila,2019,7,Otras,0
Badajoz,2019,7,Otras,0
Illes Balears,2019,7,Otras,1
Barcelona,2019,7,Otras,11
Burgos,2019,7,Otras,0
Cáceres,2019,7,Otras,1
Cádiz,2019,7,Otras,0
Castelló / Castellón,2019,7,Otras,0
Ciudad Real,2019,7,Otras,0
Córdoba,2019,7,Otras,0
"Coruña, A",2019,7,Otras,2
Cuenca,2019,7,Otras,0
Girona,2019,7,Otras,0
Granada,2019,7,Otras,0
Guadalajara,2019,7,Otras,0
Gipuzkoa,2019,7,Otras,1
Huelva,2019,7,Otras,0
Huesca,2019,7,Otras,0
Jaén,2019,7,Otras,0
León,2019,7,Otras,0
Lleida,2019,7,Otras,2
"Rioja, La",2019,7,Otras,0
Lugo,2019,7,Otras,0
Madrid,2019,7,Otras,14
Málaga,2019,7,Otras,0
Murcia,2019,7,Otras,0
Navarra,2019,7,Otras,0
Ourense,2019,7,Otras,0
Asturias,2019,7,Otras,0
Palencia,2019,7,Otras,0
"Palmas, Las",2019,7,Otras,0
Pontevedra,2019,7,Otras,0
Salamanca,2019,7,Otras,0
Santa Cruz de Tenerife,2019,7,Otras,0
Cantabria,2019,7,Otras,0
Segovia,2019,7,Otras,0
Sevilla,2019,7,Otras,0
Soria,2019,7,Otras,0
Tarragona,2019,7,Otras,0
Teruel,2019,7,Otras,0
Toledo,2019,7,Otras,0
València / Valencia,2019,7,Otras,0
Valladolid,2019,7,Otras,0
Bizkaia,2019,7,Otras,2
Zamora,2019,7,Otras,0
Zaragoza,2019,7,Otras,0
Ceuta,2019,7,Otras,0
Melilla,2019,7,Otras,0
Araba / Álava,2019,8,SA,2
Albacete,2019,8,SA,2
Alacant / Alicante,2019,8,SA,2
Almería,2019,8,SA,0
Ávila,2019,8,SA,0
Badajoz,2019,8,SA,0
Illes Balears,2019,8,SA,4
Barcelona,2019,8,SA,24
Burgos,2019,8,SA,0
Cáceres,2019,8,SA,1
Cádiz,2019,8,SA,0
Castelló / Castellón,2019,8,SA,1
Ciudad Real,2019,8,SA,0
Córdoba,2019,8,SA,2
"Coruña, A",2019,8,SA,1
Cuenca,2019,8,SA,0
Girona,2019,8,SA,3
Granada,2019,8,SA,3
Guadalajara,2019,8,SA,0
Gipuzkoa,2019,8,SA,2
Huelva,2019,8,SA,0
Huesca,2019,8,SA,0
Jaén,2019,8,SA,1
León,2019,8,SA,2
Lleida,2019,8,SA,0
"Rioja, La",2019,8,SA,1
Lugo,2019,8,SA,0
Madrid,2019,8,SA,37
Málaga,2019,8,SA,1
Murcia,2019,8,SA,2
Navarra,2019,8,SA,2
Ourense,2019,8,SA,0
Asturias,2019,8,SA,1
Palencia,2019,8,SA,2
"Palmas, Las",2019,8,SA,0
Pontevedra,2019,8,SA,1
Salamanca,2019,8,SA,0
Santa Cruz de Tenerife,2019,8,SA,2
Cantabria,2019,8,SA,0
Segovia,2019,8,SA,1
Sevilla,2019,8,SA,5
Soria,2019,8,SA,0
Tarragona,2019,8,SA,1
Teruel,2019,8,SA,0
Toledo,2019,8,SA,1
València / Valencia,2019,8,SA,6
Valladolid,2019,8,SA,1
Bizkaia,2019,8,SA,4
Zamora,2019,8,SA,0
Zaragoza,2019,8,SA,8
Ceuta,2019,8,SA,0
Melilla,2019,8,SA,0
Araba / Álava,2019,8,SL,13
Albacete,2019,8,SL,6
Alacant / Alicante,2019,8,SL,50
Almería,2019,8,SL,16
Ávila,2019,8,SL,6
Badajoz,2019,8,SL,7
Illes Balears,2019,8,SL,65
Barcelona,2019,8,SL,269
Burgos,2019,8,SL,14
Cáceres,2019,8,SL,8
Cádiz,2019,8,SL,16
Castelló / Castellón,2019,8,SL,15
Ciudad Real,2019,8,SL,8
Córdoba,2019,8,SL,26
"Coruña, A",2019,8,SL,13
Cuenca,2019,8,SL,1
Girona,2019,8,SL,19
Granada,2019,8,SL,13
Guadalajara,2019,8,SL,1
Gipuzkoa,2019,8,SL,28
Huelva,2019,8,SL,6
Huesca,2019,8,SL,8
Jaén,2019,8,SL,4
León,2019,8,SL,13
Lleida,2019,8,SL,18
"Rioja, La",2019,8,SL,6
Lugo,2019,8,SL,10
Madrid,2019,8,SL,353
Málaga,2019,8,SL,39
Murcia,2019,8,SL,45
Navarra,2019,8,SL,11
Ourense,2019,8,SL,8
Asturias,2019,8,SL,16
Palencia,2019,8,SL,2
"Palmas, Las",2019,8,SL,15
Pontevedra,2019,8,SL,9
Salamanca,2019,8,SL,6
Santa Cruz de Tenerife,2019,8,SL,28
Cantabria,2019,8,SL,11
Segovia,2019,8,SL,2
Sevilla,2019,8,SL,41
Soria,2019,8,SL,2
Tarragona,2019,8,SL,20
Teruel,2019,8,SL,3
Toledo,2019,8,SL,9
València / Valencia,2019,8,SL,80
Valladolid,2019,8,SL,2
Bizkaia,2019,8,SL,25
Zamora,2019,8,SL,1
Zaragoza,2019,8,SL,44
Ceuta,2019,8,SL,1
Melilla,2019,8,SL,2
Araba / Álava,2019,8,Otras,0
Albacete,2019,8,Otras,0
Alacant / Alicante,2019,8,Otras,0
Almería,2019,8,Otras,1
Ávila,2019,8,Otras,0
Badajoz,2019,8,Otras,0
Illes Balears,2019,8,Otras,0
Barcelona,2019,8,Otras,6
Burgos,2019,8,Otras,0
Cáceres,2019,8,Otras,0
Cádiz,2019,8,Otras,1
Castelló / Castellón,2019,8,Otras,0
Ciudad Real,2019,8,Otras,0
Córdoba,2019,8,Otras,0
"Coruña, A",2019,8,Otras,0
Cuenca,2019,8,Otras,0
Girona,2019,8,Otras,0
Granada,2019,8,Otras,0
Guadalajara,2019,8,Otras,0
Gipuzkoa,2019,8,Otras,1
Huelva,2019,8,Otras,0
Huesca,2019,8,Otras,0
Jaén,2019,8,Otras,0
León,2019,8,Otras,0
Lleida,2019,8,Otras,0
"Rioja, La",2019,8,Otras,0
Lugo,2019,8,Otras,0
Madrid,2019,8,Otras,14
Málaga,2019,8,Otras,0
Murcia,2019,8,Otras,0
Navarra,2019,8,Otras,0
Ourense,2019,8,Otras,0
Asturias,2019,8,Otras,0
Palencia,2019,8,Otras,0
"Palmas, Las",2019,8,Otras,0
Pontevedra,2019,8,Otras,0
Salamanca,2019,8,Otras,0
Santa Cruz de Tenerife,2019,8,Otras,0
Cantabria,2019,8,Otras,0
Segovia,2019,8,Otras,0
Sevilla,2019,8,Otras,0
Soria,2019,8,Otras,0
Tarragona,2019,8,Otras,0
Teruel,2019,8,Otras,0
Toledo,2019,8,Otras,0
València / Valencia,2019,8,Otras,0
Valladolid,2019,8,Otras,0
Bizkaia,2019,8,Otras,2
Zamora,2019,8,Otras,0
Zaragoza,2019,8,Otras,2
Ceuta,2019,8,Otras,0
Melilla,2019,8,Otras,0
Araba / Álava,2019,9,SA,2
Albacete,2019,9,SA,0
Alacant / Alicante,2019,9,SA,1
Almería,2019,9,SA,0
Ávila,2019,9,SA,1
Badajoz,2019,9,SA,0
Illes Balears,2019,9,SA,5
Barcelona,2019,9,SA,15
Burgos,2019,9,SA,0
Cáceres,2019,9,SA,0
Cádiz,2019,9,SA,1
Castelló / Castellón,2019,9,SA,0
Ciudad Real,2019,9,SA,0
Córdoba,2019,9,SA,0
"Coruña, A",2019,9,SA,3
Cuenca,2019,9,SA,0
Girona,2019,9,SA,4
Granada,2019,9,SA,0
Guadalajara,2019,9,SA,0
Gipuzkoa,2019,9,SA,1
Huelva,2019,9,SA,0
Huesca,2019,9,SA,1
Jaén,2019,9,SA,0
León,2019,9,SA,2
Lleida,2019,9,SA,0
"Rioja, La",2019,9,SA,0
Lugo,2019,9,SA,1
Madrid,2019,9,SA,37
Málaga,2019,9,SA,2
Murcia,2019,9,SA,0
Navarra,2019,9,SA,1
Ourense,2019,9,SA,0
Asturias,2019,9,SA,3
Palencia,2019,9,SA,0
"Palmas, Las",2019,9,SA,1
Pontevedra,2019,9,SA,1
Salamanca,2019,9,SA,0
Santa Cruz de Tenerife,2019,9,SA,2
Cantabria,2019,9,SA,0
Segovia,2019,9,SA,0
Sevilla,2019,9,SA,6
Soria,2019,9,SA,0
Tarragona,2019,9,SA,1
Teruel,2019,9,SA,1
Toledo,2019,9,SA,0
València / Valencia,2019,9,SA,6
Valladolid,2019,9,SA,1
Bizkaia,2019,9,SA,3
Zamora,2019,9,SA,1
Zaragoza,2019,9,SA,2
Ceuta,2019,9,SA,0
Melilla,2019,9,SA,0
Araba / Álava,2019,9,SL,11
Albacete,2019,9,SL,7
Alacant / Alicante,2019,9,SL,45
Almería,2019,9,SL,7
Ávila,2019,9,SL,2
Badajoz,2019,9,SL,11
Illes Balears,2019,9,SL,54
Barcelona,2019,9,SL,137
Burgos,2019,9,SL,7
Cáceres,2019,9,SL,3
Cádiz,2019,9,SL,17
Castelló / Castellón,2019,9,SL,12
Ciudad Real,2019,9,SL,5
Córdoba,2019,9,SL,26
"Coruña, A",2019,9,SL,32
Cuenca,2019,9,SL,5
Girona,2019,9,SL,27
Granada,2019,9,SL,6
Guadalajara,2019,9,SL,1
Gipuzkoa,2019,9,SL,24
Huelva,2019,9,SL,4
Huesca,2019,9,SL,6
Jaén,2019,9,SL,6
León,2019,9,SL,14
Lleida,2019,9,SL,8
"Rioja, La",2019,9,SL,2
Lugo,2019,9,SL,12
Madrid,2019,9,SL,303
Málaga,2019,9,SL,59
Murcia,2019,9,SL,28
Navarra,2019,9,SL,17
Ourense,2019,9,SL,8
Asturias,2019,9,SL,16
Palencia,2019,9,SL,7
"Palmas, Las",2019,9,SL,22
Pontevedra,2019,9,SL,24
Salamanca,2019,9,SL,10
Santa Cruz de Tenerife,2019,9,SL,27
Cantabria,2019,9,SL,24
Segovia,2019,9,SL,0
Sevilla,2019,9,SL,44
Soria,2019,9,SL,0
Tarragona,2019,9,SL,6
Teruel,2019,9,SL,0
Toledo,2019,9,SL,6
València / Valencia,2019,9,SL,133
Valladolid,2019,9,SL,21
Bizkaia,2019,9,SL,25
Zamora,2019,9,SL,7
Zaragoza,2019,9,SL,32
Ceuta,2019,9,SL,2
Melilla,2019,9,SL,0
Araba / Álava,2019,9,Otras,0
Albacete,2019,9,Otras,0
Alacant / Alicante,2019,9,Otras,0
Almería,2019,9,Otras,0
Ávila,2019,9,Otras,0
Badajoz,2019,9,Otras,0
Illes Balears,2019,9,Otras,1
Barcelona,2019,9,Otras,4
Burgos,2019,9,Otras,0
Cáceres,2019,9,Otras,0
Cádiz,2019,9,Otras,0
Castelló / Castellón,2019,9,Otras,0
Ciudad Real,2019,9,Otras,0
Córdoba,2019,9,Otras,1
"Coruña, A",2019,9,Otras,1
Cuenca,2019,9,Otras,0
Girona,2019,9,Otras,1
Granada,2019,9,Otras,0
Guadalajara,2019,9,Otras,0
Gipuzkoa,2019,9,Otras,0
Huelva,2019,9,Otras,0
Huesca,2019,9,Otras,0
Jaén,2019,9,Otras,0
León,2019,9,Otras,0
Lleida,2019,9,Otras,0
"Rioja, La",2019,9,Otras,0
Lugo,2019,9,Otras,0
Madrid,2019,9,Otras,4
Málaga,2019,9,Otras,0
Murcia,2019,9,Otras,0
Navarra,2019,9,Otras,2
Ourense,2019,9,Otras,0
Asturias,2019,9,Otras,1
Palencia,2019,9,Otras,0
"Palmas, Las",2019,9,Otras,0
Pontevedra,2019,9,Otras,0
Salamanca,2019,9,Otras,0
Santa Cruz de Tenerife,2019,9,Otras,0
Cantabria,2019,9,Otras,0
Segovia,2019,9,Otras,0
Sevilla,2019,9,Otras,0
Soria,2019,9,Otras,0
Tarragona,2019,9,Otras,0
Teruel,2019,9,Otras,0
Toledo,2019,9,Otras,0
València / Valencia,2019,9,Otras,0
Valladolid,2019,9,Otras,0
Bizkaia,2019,9,Otras,0
Zamora,2019,9,Otras,0
Zaragoza,2019,9,Otras,0
Ceuta,2019,9,Otras,0
Melilla,2019,9,Otras,0
Araba / Álava,2019,10,SA,1
Albacete,2019,10,SA,1
Alacant / Alicante,2019,10,SA,2
Almería,2019,10,SA,3
Ávila,2019,10,SA,0
Badajoz,2019,10,SA,1
Illes Balears,2019,10,SA,1
Barcelona,2019,10,SA,23
Burgos,2019,10,SA,1
Cáceres,2019,10,SA,0
Cádiz,2019,10,SA,0
Castelló / Castellón,2019,10,SA,3
Ciudad Real,2019,10,SA,0
Córdoba,2019,10,SA,9
"Coruña, A",2019,10,SA,2
Cuenca,2019,10,SA,0
Girona,2019,10,SA,2
Granada,2019,10,SA,0
Guadalajara,2019,10,SA,2
Gipuzkoa,2019,10,SA,1
Huelva,2019,10,SA,0
Huesca,2019,10,SA,2
Jaén,2019,10,SA,0
León,2019,10,SA,1
Lleida,2019,10,SA,3
"Rioja, La",2019,10,SA,4
Lugo,2019,10,SA,0
Madrid,2019,10,SA,66
Málaga,2019,10,SA,2
Murcia,2019,10,SA,3
Navarra,2019,10,SA,1
Ourense,2019,10,SA,1
Asturias,2019,10,SA,1
Palencia,2019,10,SA,0
"Palmas, Las",2019,10,SA,0
Pontevedra,2019,10,SA,4
Salamanca,2019,10,SA,1
Santa Cruz de Tenerife,2019,10,SA,2
Cantabria,2019,10,SA,1
Segovia,2019,10,SA,0
Sevilla,2019,10,SA,3
Soria,2019,10,SA,0
Tarragona,2019,10,SA,1
Teruel,2019,10,SA,0
Toledo,2019,10,SA,1
València / Valencia,2019,10,SA,8
Valladolid,2019,10,SA,4
Bizkaia,2019,10,SA,4
Zamora,2019,10,SA,0
Zaragoza,2019,10,SA,1
Ceuta,2019,10,SA,0
Melilla,2019,10,SA,0
Araba / Álava,2019,10,SL,8
Albacete,2019,10,SL,16
Alacant / Alicante,2019,10,SL,60
Almería,2019,10,SL,6
Ávila,2019,10,SL,2
Badajoz,2019,10,SL,20
Illes Balears,2019,10,SL,78
Barcelona,2019,10,SL,337
Burgos,2019,10,SL,13
Cáceres,2019,10,SL,5
Cádiz,2019,10,SL,27
Castelló / Castellón,2019,10,SL,20
Ciudad Real,2019,10,SL,13
Córdoba,2019,10,SL,20
"Coruña, A",2019,10,SL,50
Cuenca,2019,10,SL,12
Girona,2019,10,SL,39
Granada,2019,10,SL,23
Guadalajara,2019,10,SL,4
Gipuzkoa,2019,10,SL,37
Huelva,2019,10,SL,18
Huesca,2019,10,SL,5
Jaén,2019,10,SL,14
León,2019,10,SL,11
Lleida,2019,10,SL,12
"Rioja, La",2019,10,SL,19
Lugo,2019,10,SL,19
Madrid,2019,10,SL,636
Málaga,2019,10,SL,88
Murcia,2019,10,SL,41
Navarra,2019,10,SL,25
Ourense,2019,10,SL,7
Asturias,2019,10,SL,31
Palencia,2019,10,SL,3
"Palmas, Las",2019,10,SL,30
Pontevedra,2019,10,SL,27
Salamanca,2019,10,SL,6
Santa Cruz de Tenerife,2019,10,SL,47
Cantabria,2019,10,SL,21
Segovia,2019,10,SL,4
Sevilla,2019,10,SL,70
Soria,2019,10,SL,2
Tarragona,2019,10,SL,44
Teruel,2019,10,SL,5
Toledo,2019,10,SL,22
València / Valencia,2019,10,SL,140
Valladolid,2019,10,SL,20
Bizkaia,2019,10,SL,61
Zamora,2019,10,SL,5
Zaragoza,2019,10,SL,47
Ceuta,2019,10,SL,0
Melilla,2019,10,SL,5
Araba / Álava,2019,10,Otras,0
Albacete,2019,10,Otras,0
Alacant / Alicante,2019,10,Otras,0
Almería,2019,10,Otras,0
Ávila,2019,10,Otras,0
Badajoz,2019,10,Otras,1
Illes Balears,2019,10,Otras,1
Barcelona,2019,10,Otras,6
Burgos,2019,10,Otras,0
Cáceres,2019,10,Otras,0
Cádiz,2019,10,Otras,1
Castelló / Castellón,2019,10,Otras,0
Ciudad Real,2019,10,Otras,0
Córdoba,2019,10,Otras,0
"Coruña, A",2019,10,Otras,1
Cuenca,2019,10,Otras,1
Girona,2019,10,Otras,0
Granada,2019,10,Otras,0
Guadalajara,2019,10,Otras,0
Gipuzkoa,2019,10,Otras,0
Huelva,2019,10,Otras,0
Huesca,2019,10,Otras,0
Jaén,2019,10,Otras,0
León,2019,10,Otras,0
Lleida,2019,10,Otras,0
"Rioja, La",2019,10,Otras,1
Lugo,2019,10,Otras,0
Madrid,2019,10,Otras,8
Málaga,2019,10,Otras,0
Murcia,2019,10,Otras,0
Navarra,2019,10,Otras,1
Ourense,2019,10,Otras,0
Asturias,2019,10,Otras,1
Palencia,2019,10,Otras,0
"Palmas, Las",2019,10,Otras,2
Pontevedra,2019,10,Otras,1
Salamanca,2019,10,Otras,0
Santa Cruz de Tenerife,2019,10,Otras,1
Cantabria,2019,10,Otras,0
Segovia,2019,10,Otras,0
Sevilla,2019,10,Otras,0
Soria,2019,10,Otras,0
Tarragona,2019,10,Otras,0
Teruel,2019,10,Otras,0
Toledo,2019,10,Otras,0
València / Valencia,2019,10,Otras,1
Valladolid,2019,10,Otras,0
Bizkaia,2019,10,Otras,1
Zamora,2019,10,Otras,0
Zaragoza,2019,10,Otras,0
Ceuta,2019,10,Otras,0
Melilla,2019,10,Otras,0
Araba / Álava,2019,11,SA,1
Albacete,2019,11,SA,1
Alacant / Alicante,2019,11,SA,0
Almería,2019,11,SA,1
Ávila,2019,11,SA,0
Badajoz,2019,11,SA,2
Illes Balears,2019,11,SA,5
Barcelona,2019,11,SA,18
Burgos,2019,11,SA,0
Cáceres,2019,11,SA,1
Cádiz,2019,11,SA,2
Castelló / Castellón,2019,11,SA,0
Ciudad Real,2019,11,SA,0
Córdoba,2019,11,SA,1
"Coruña, A",2019,11,SA,3
Cuenca,2019,11,SA,0
Girona,2019,11,SA,1
Granada,2019,11,SA,1
Guadalajara,2019,11,SA,0
Gipuzkoa,2019,11,SA,3
Huelva,2019,11,SA,0
Huesca,2019,11,SA,0
Jaén,2019,11,SA,0
León,2019,11,SA,1
Lleida,2019,11,SA,1
"Rioja, La",2019,11,SA,1
Lugo,2019,11,SA,0
Madrid,2019,11,SA,75
Málaga,2019,11,SA,3
Murcia,2019,11,SA,1
Navarra,2019,11,SA,2
Ourense,2019,11,SA,1
Asturias,2019,11,SA,3
Palencia,2019,11,SA,0
"Palmas, Las",2019,11,SA,0
Pontevedra,2019,11,SA,1
Salamanca,2019,11,SA,1
Santa Cruz de Tenerife,2019,11,SA,10
Cantabria,2019,11,SA,0
Segovia,2019,11,SA,1
Sevilla,2019,11,SA,2
Soria,2019,11,SA,0
Tarragona,2019,11,SA,1
Teruel,2019,11,SA,0
Toledo,2019,11,SA,2
València / Valencia,2019,11,SA,13
Valladolid,2019,11,SA,2
Bizkaia,2019,11,SA,3
Zamora,2019,11,SA,0
Zaragoza,2019,11,SA,3
Ceuta,2019,11,SA,1
Melilla,2019,11,SA,0
Araba / Álava,2019,11,SL,19
Albacete,2019,11,SL,22
Alacant / Alicante,2019,11,SL,60
Almería,2019,11,SL,29
Ávila,2019,11,SL,3
Badajoz,2019,11,SL,11
Illes Balears,2019,11,SL,111
Barcelona,2019,11,SL,348
Burgos,2019,11,SL,13
Cáceres,2019,11,SL,13
Cádiz,2019,11,SL,16
Castelló / Castellón,2019,11,SL,25
Ciudad Real,2019,11,SL,16
Córdoba,2019,11,SL,14
"Coruña, A",2019,11,SL,61
Cuenca,2019,11,SL,4
Girona,2019,11,SL,59
Granada,2019,11,SL,21
Guadalajara,2019,11,SL,8
Gipuzkoa,2019,11,SL,22
Huelva,2019,11,SL,12
Huesca,2019,11,SL,5
Jaén,2019,11,SL,16
León,2019,11,SL,9
Lleida,2019,11,SL,13
"Rioja, La",2019,11,SL,14
Lugo,2019,11,SL,13
Madrid,2019,11,SL,648
Málaga,2019,11,SL,74
Murcia,2019,11,SL,47
Navarra,2019,11,SL,22
Ourense,2019,11,SL,6
Asturias,2019,11,SL,26
Palencia,2019,11,SL,5
"Palmas, Las",2019,11,SL,37
Pontevedra,2019,11,SL,33
Salamanca,2019,11,SL,14
Santa Cruz de Tenerife,2019,11,SL,27
Cantabria,2019,11,SL,23
Segovia,2019,11,SL,2
Sevilla,2019,11,SL,53
Soria,2019,11,SL,2
Tarragona,2019,11,SL,34
Teruel,2019,11,SL,10
Toledo,2019,11,SL,10
València / Valencia,2019,11,SL,161
Valladolid,2019,11,SL,32
Bizkaia,2019,11,SL,63
Zamora,2019,11,SL,6
Zaragoza,2019,11,SL,72
Ceuta,2019,11,SL,0
Melilla,2019,11,SL,2
Araba / Álava,2019,11,Otras,0
Albacete,2019,11,Otras,0
Alacant / Alicante,2019,11,Otras,0
Almería,2019,11,Otras,0
Ávila,2019,11,Otras,0
Badajoz,2019,11,Otras,1
Illes Balears,2019,11,Otras,0
Barcelona,2019,11,Otras,15
Burgos,2019,11,Otras,0
Cáceres,2019,11,Otras,0
Cádiz,2019,11,Otras,0
Castelló / Castellón,2019,11,Otras,0
Ciudad Real,2019,11,Otras,0
Córdoba,2019,11,Otras,0
"Coruña, A",2019,11,Otras,0
Cuenca,2019,11,Otras,0
Girona,2019,11,Otras,0
Granada,2019,11,Otras,0
Guadalajara,2019,11,Otras,0
Gipuzkoa,2019,11,Otras,1
Huelva,2019,11,Otras,0
Huesca,2019,11,Otras,0
Jaén,2019,11,Otras,0
León,2019,11,Otras,0
Lleida,2019,11,Otras,1
"Rioja, La",2019,11,Otras,0
Lugo,2019,11,Otras,0
Madrid,2019,11,Otras,14
Málaga,2019,11,Otras,1
Murcia,2019,11,Otras,0
Navarra,2019,11,Otras,0
Ourense,2019,11,Otras,1
Asturias,2019,11,Otras,0
Palencia,2019,11,Otras,0
"Palmas, Las",2019,11,Otras,2
Pontevedra,2019,11,Otras,0
Salamanca,2019,11,Otras,0
Santa Cruz de Tenerife,2019,11,Otras,0
Cantabria,2019,11,Otras,0
Segovia,2019,11,Otras,0
Sevilla,2019,11,Otras,0
Soria,2019,11,Otras,0
Tarragona,2019,11,Otras,0
Teruel,2019,11,Otras,0
Toledo,2019,11,Otras,0
València / Valencia,2019,11,Otras,1
Valladolid,2019,11,Otras,0
Bizkaia,2019,11,Otras,0
Zamora,2019,11,Otras,0
Zaragoza,2019,11,Otras,3
Ceuta,2019,11,Otras,0
Melilla,2019,11,Otras,0
Araba / Álava,2019,12,SA,0
Albacete,2019,12,SA,1
Alacant / Alicante,2019,12,SA,2
Almería,2019,12,SA,0
Ávila,2019,12,SA,0
Badajoz,2019,12,SA,2
Illes Balears,2019,12,SA,7
Barcelona,2019,12,SA,39
Burgos,2019,12,SA,1
Cáceres,2019,12,SA,1
Cádiz,2019,12,SA,0
Castelló / Castellón,2019,12,SA,1
Ciudad Real,2019,12,SA,1
Córdoba,2019,12,SA,1
"Coruña, A",2019,12,SA,8
Cuenca,2019,12,SA,0
