province,year,month,form,count
Gipuzkoa,2011,6,SL,26
Huelva,2011,6,SL,10
Huesca,2011,6,SL,6
Jaén,2011,6,SL,8
León,2011,6,SL,9
Lleida,2011,6,SL,9
"Rioja, La",2011,6,SL,7
Lugo,2011,6,SL,2
Madrid,2011,6,SL,237
Málaga,2011,6,SL,52
Murcia,2011,6,SL,19
Navarra,2011,6,SL,28
Ourense,2011,6,SL,6
Asturias,2011,6,SL,14
Palencia,2011,6,SL,5
"Palmas, Las",2011,6,SL,10
Pontevedra,2011,6,SL,38
Salamanca,2011,6,SL,7
Santa Cruz de Tenerife,2011,6,SL,26
Cantabria,2011,6,SL,13
Segovia,2011,6,SL,3
Sevilla,2011,6,SL,28
Soria,2011,6,SL,3
Tarragona,2011,6,SL,17
Teruel,2011,6,SL,2
Toledo,2011,6,SL,8
València / Valencia,2011,6,SL,67
Valladolid,2011,6,SL,18
Bizkaia,2011,6,SL,96
Zamora,2011,6,SL,4
Zaragoza,2011,6,SL,20
Ceuta,2011,6,SL,2
Melilla,2011,6,SL,3
Araba / Álava,2011,6,Otras,0
Albacete,2011,6,Otras,0
Alacant / Alicante,2011,6,Otras,1
Almería,2011,6,Otras,1
Ávila,2011,6,Otras,0
Badajoz,2011,6,Otras,0
Illes Balears,2011,6,Otras,0
Barcelona,2011,6,Otras,3
Burgos,2011,6,Otras,0
Cáceres,2011,6,Otras,1
Cádiz,2011,6,Otras,0
Castelló / Castellón,2011,6,Otras,0
Ciudad Real,2011,6,Otras,0
Córdoba,2011,6,Otras,0
"Coruña, A",2011,6,Otras,2
Cuenca,2011,6,Otras,0
Girona,2011,6,Otras,1
Granada,2011,6,Otras,0
Guadalajara,2011,6,Otras,0
Gipuzkoa,2011,6,Otras,1
Huelva,2011,6,Otras,0
Huesca,2011,6,Otras,0
Jaén,2011,6,Otras,1
León,2011,6,Otras,0
Lleida,2011,6,Otras,0
"Rioja, La",2011,6,Otras,0
Lugo,2011,6,Otras,0
Madrid,2011,6,Otras,5
Málaga,2011,6,Otras,0
Murcia,2011,6,Otras,0
Navarra,2011,6,Otras,1
Ourense,2011,6,Otras,0
Asturias,2011,6,Otras,0
Palencia,2011,6,Otras,0
"Palmas, Las",2011,6,Otras,6
Pontevedra,2011,6,Otras,0
Salamanca,2011,6,Otras,1
Santa Cruz de Tenerife,2011,6,Otras,0
Cantabria,2011,6,Otras,0
Segovia,2011,6,Otras,0
Sevilla,2011,6,Otras,2
Soria,2011,6,Otras,0
Tarragona,2011,6,Otras,0
Teruel,2011,6,Otras,0
Toledo,2011,6,Otras,0
València / Valencia,2011,6,Otras,0
Valladolid,2011,6,Otras,0
Bizkaia,2011,6,Otras,0
Zamora,2011,6,Otras,0
Zaragoza,2011,6,Otras,0
Ceuta,2011,6,Otras,0
Melilla,2011,6,Otras,0
Araba / Álava,2011,7,SA,1
Albacete,2011,7,SA,2
Alacant / Alicante,2011,7,SA,3
Almería,2011,7,SA,1
Ávila,2011,7,SA,0
Badajoz,2011,7,SA,2
Illes Balears,2011,7,SA,6
Barcelona,2011,7,SA,22
Burgos,2011,7,SA,1
Cáceres,2011,7,SA,0
Cádiz,2011,7,SA,1
Castelló / Castellón,2011,7,SA,0
Ciudad Real,2011,7,SA,0
Córdoba,2011,7,SA,0
"Coruña, A",2011,7,SA,1
Cuenca,2011,7,SA,1
Girona,2011,7,SA,1
Granada,2011,7,SA,2
Guadalajara,2011,7,SA,0
Gipuzkoa,2011,7,SA,4
Huelva,2011,7,SA,0
Huesca,2011,7,SA,0
Jaén,2011,7,SA,1
León,2011,7,SA,0
Lleida,2011,7,SA,1
"Rioja, La",2011,7,SA,0
Lugo,2011,7,SA,0
Madrid,2011,7,SA,37
Málaga,2011,7,SA,3
Murcia,2011,7,SA,3
Navarra,2011,7,SA,2
Ourense,2011,7,SA,1
Asturias,2011,7,SA,1
Palencia,2011,7,SA,0
"Palmas, Las",2011,7,SA,1
Pontevedra,2011,7,SA,5
Salamanca,2011,7,SA,0
Santa Cruz de Tenerife,2011,7,SA,1
Cantabria,2011,7,SA,2
Segovia,2011,7,SA,0
Sevilla,2011,7,SA,0
Soria,2011,7,SA,0
Tarragona,2011,7,SA,1
Teruel,2011,7,SA,0
Toledo,2011,7,SA,0
València / Valencia,2011,7,SA,8
Valladolid,2011,7,SA,1
Bizkaia,2011,7,SA,8
Zamora,2011,7,SA,0
Zaragoza,2011,7,SA,0
Ceuta,2011,7,SA,0
Melilla,2011,7,SA,0
Araba / Álava,2011,7,SL,2
Albacete,2011,7,SL,9
Alacant / Alicante,2011,7,SL,47
Almería,2011,7,SL,11
Ávila,2011,7,SL,0
Badajoz,2011,7,SL,10
Illes Balears,2011,7,SL,23
Barcelona,2011,7,SL,209
Burgos,2011,7,SL,10
Cáceres,2011,7,SL,2
Cádiz,2011,7,SL,17
Castelló / Castellón,2011,7,SL,11
Ciudad Real,2011,7,SL,9
Córdoba,2011,7,SL,2
"Coruña, A",2011,7,SL,24
Cuenca,2011,7,SL,2
Girona,2011,7,SL,18
Granada,2011,7,SL,10
Guadalajara,2011,7,SL,1
Gipuzkoa,2011,7,SL,15
Huelva,2011,7,SL,5
Huesca,2011,7,SL,6
Jaén,2011,7,SL,9
León,2011,7,SL,9
Lleida,2011,7,SL,20
"Rioja, La",2011,7,SL,7
Lugo,2011,7,SL,2
Madrid,2011,7,SL,175
Málaga,2011,7,SL,34
Murcia,2011,7,SL,19
Navarra,2011,7,SL,8
Ourense,2011,7,SL,7
Asturias,2011,7,SL,13
Palencia,2011,7,SL,12
"Palmas, Las",2011,7,SL,30
Pontevedra,2011,7,SL,20
Salamanca,2011,7,SL,6
Santa Cruz de Tenerife,2011,7,SL,21
Cantabria,2011,7,SL,7
Segovia,2011,7,SL,3
Sevilla,2011,7,SL,35
Soria,2011,7,SL,1
Tarragona,2011,7,SL,10
Teruel,2011,7,SL,1
Toledo,2011,7,SL,16
València / Valencia,2011,7,SL,46
Valladolid,2011,7,SL,9
Bizkaia,2011,7,SL,35
Zamora,2011,7,SL,2
Zaragoza,2011,7,SL,24
Ceuta,2011,7,SL,0
Melilla,2011,7,SL,2
Araba / Álava,2011,7,Otras,0
Albacete,2011,7,Otras,0
Alacant / Alicante,2011,7,Otras,1
Almería,2011,7,Otras,0
Ávila,2011,7,Otras,0
Badajoz,2011,7,Otras,0
Illes Balears,2011,7,Otras,2
Barcelona,2011,7,Otras,6
Burgos,2011,7,Otras,0
Cáceres,2011,7,Otras,0
Cádiz,2011,7,Otras,1
Castelló / Castellón,2011,7,Otras,0
Ciudad Real,2011,7,Otras,0
Córdoba,2011,7,Otras,0
"Coruña, A",2011,7,Otras,0
Cuenca,2011,7,Otras,0
Girona,2011,7,Otras,0
Granada,2011,7,Otras,0
Guadalajara,2011,7,Otras,0
Gipuzkoa,2011,7,Otras,0
Huelva,2011,7,Otras,0
Huesca,2011,7,Otras,0
Jaén,2011,7,Otras,0
León,2011,7,Otras,1
Lleida,2011,7,Otras,0
"Rioja, La",2011,7,Otras,0
Lugo,2011,7,Otras,0
Madrid,2011,7,Otras,9
Málaga,2011,7,Otras,0
Murcia,2011,7,Otras,0
Navarra,2011,7,Otras,0
Ourense,2011,7,Otras,2
Asturias,2011,7,Otras,0
Palencia,2011,7,Otras,0
"Palmas, Las",2011,7,Otras,1
Pontevedra,2011,7,Otras,0
Salamanca,2011,7,Otras,0
Santa Cruz de Tenerife,2011,7,Otras,1
Cantabria,2011,7,Otras,0
Segovia,2011,7,Otras,0
Sevilla,2011,7,Otras,0
Soria,2011,7,Otras,0
Tarragona,2011,7,Otras,0
Teruel,2011,7,Otras,0
Toledo,2011,7,Otras,0
València / Valencia,2011,7,Otras,1
Valladolid,2011,7,Otras,0
Bizkaia,2011,7,Otras,1
Zamora,2011,7,Otras,0
Zaragoza,2011,7,Otras,1
Ceuta,2011,7,Otras,0
Melilla,2011,7,Otras,0
Araba / Álava,2011,8,SA,0
Albacete,2011,8,SA,0
Alacant / Alicante,2011,8,SA,1
Almería,2011,8,SA,0
Ávila,2011,8,SA,0
Badajoz,2011,8,SA,10
Illes Balears,2011,8,SA,1
Barcelona,2011,8,SA,23
Burgos,2011,8,SA,0
Cáceres,2011,8,SA,0
Cádiz,2011,8,SA,0
Castelló / Castellón,2011,8,SA,1
Ciudad Real,2011,8,SA,0
Córdoba,2011,8,SA,0
"Coruña, A",2011,8,SA,1
Cuenca,2011,8,SA,2
Girona,2011,8,SA,1
Granada,2011,8,SA,2
Guadalajara,2011,8,SA,1
Gipuzkoa,2011,8,SA,3
Huelva,2011,8,SA,0
Huesca,2011,8,SA,0
Jaén,2011,8,SA,1
León,2011,8,SA,0
Lleida,2011,8,SA,0
"Rioja, La",2011,8,SA,0
Lugo,2011,8,SA,0
Madrid,2011,8,SA,28
Málaga,2011,8,SA,0
Murcia,2011,8,SA,1
Navarra,2011,8,SA,0
Ourense,2011,8,SA,0
Asturias,2011,8,SA,2
Palencia,2011,8,SA,0
"Palmas, Las",2011,8,SA,0
Pontevedra,2011,8,SA,1
Salamanca,2011,8,SA,0
Santa Cruz de Tenerife,2011,8,SA,2
Cantabria,2011,8,SA,1
Segovia,2011,8,SA,1
Sevilla,2011,8,SA,4
Soria,2011,8,SA,1
Tarragona,2011,8,SA,2
Teruel,2011,8,SA,0
Toledo,2011,8,SA,0
València / Valencia,2011,8,SA,5
Valladolid,2011,8,SA,0
Bizkaia,2011,8,SA,3
Zamora,2011,8,SA,0
Zaragoza,2011,8,SA,3
Ceuta,2011,8,SA,0
Melilla,2011,8,SA,0
Araba / Álava,2011,8,SL,0
Albacete,2011,8,SL,14
Alacant / Alicante,2011,8,SL,29
Almería,2011,8,SL,14
Ávila,2011,8,SL,7
Badajoz,2011,8,SL,10
Illes Balears,2011,8,SL,41
Barcelona,2011,8,SL,223
Burgos,2011,8,SL,2
Cáceres,2011,8,SL,8
Cádiz,2011,8,SL,14
Castelló / Castellón,2011,8,SL,9
Ciudad Real,2011,8,SL,4
Córdoba,2011,8,SL,24
"Coruña, A",2011,8,SL,19
Cuenca,2011,8,SL,2
Girona,2011,8,SL,29
Granada,2011,8,SL,16
Guadalajara,2011,8,SL,2
Gipuzkoa,2011,8,SL,28
Huelva,2011,8,SL,3
Huesca,2011,8,SL,2
Jaén,2011,8,SL,4
León,2011,8,SL,4
Lleida,2011,8,SL,12
"Rioja, La",2011,8,SL,4
Lugo,2011,8,SL,9
Madrid,2011,8,SL,143
Málaga,2011,8,SL,33
Murcia,2011,8,SL,10
Navarra,2011,8,SL,12
Ourense,2011,8,SL,10
Asturias,2011,8,SL,12
Palencia,2011,8,SL,2
"Palmas, Las",2011,8,SL,15
Pontevedra,2011,8,SL,23
Salamanca,2011,8,SL,3
Santa Cruz de Tenerife,2011,8,SL,28
Cantabria,2011,8,SL,3
Segovia,2011,8,SL,1
Sevilla,2011,8,SL,17
Soria,2011,8,SL,0
Tarragona,2011,8,SL,8
Teruel,2011,8,SL,3
Toledo,2011,8,SL,11
València / Valencia,2011,8,SL,54
Valladolid,2011,8,SL,9
Bizkaia,2011,8,SL,36
Zamora,2011,8,SL,5
Zaragoza,2011,8,SL,23
Ceuta,2011,8,SL,0
Melilla,2011,8,SL,0
Araba / Álava,2011,8,Otras,0
Albacete,2011,8,Otras,0
Alacant / Alicante,2011,8,Otras,0
Almería,2011,8,Otras,2
Ávila,2011,8,Otras,0
Badajoz,2011,8,Otras,0
Illes Balears,2011,8,Otras,1
Barcelona,2011,8,Otras,12
Burgos,2011,8,Otras,0
Cáceres,2011,8,Otras,0
Cádiz,2011,8,Otras,0
Castelló / Castellón,2011,8,Otras,0
Ciudad Real,2011,8,Otras,0
Córdoba,2011,8,Otras,0
"Coruña, A",2011,8,Otras,0
Cuenca,2011,8,Otras,0
Girona,2011,8,Otras,2
Granada,2011,8,Otras,0
Guadalajara,2011,8,Otras,0
Gipuzkoa,2011,8,Otras,1
Huelva,2011,8,Otras,0
Huesca,2011,8,Otras,0
Jaén,2011,8,Otras,0
León,2011,8,Otras,0
Lleida,2011,8,Otras,0
"Rioja, La",2011,8,Otras,0
Lugo,2011,8,Otras,0
Madrid,2011,8,Otras,7
Málaga,2011,8,Otras,0
Murcia,2011,8,Otras,0
Navarra,2011,8,Otras,0
Ourense,2011,8,Otras,0
Asturias,2011,8,Otras,0
Palencia,2011,8,Otras,0
"Palmas, Las",2011,8,Otras,4
Pontevedra,2011,8,Otras,0
Salamanca,2011,8,Otras,0
Santa Cruz de Tenerife,2011,8,Otras,1
Cantabria,2011,8,Otras,0
Segovia,2011,8,Otras,0
Sevilla,2011,8,Otras,3
Soria,2011,8,Otras,0
Tarragona,2011,8,Otras,0
Teruel,2011,8,Otras,0
Toledo,2011,8,Otras,0
València / Valencia,2011,8,Otras,0
Valladolid,2011,8,Otras,0
Bizkaia,2011,8,Otras,0
Zamora,2011,8,Otras,0
Zaragoza,2011,8,Otras,0
Ceuta,2011,8,Otras,0
Melilla,2011,8,Otras,0
Araba / Álava,2011,9,SA,1
Albacete,2011,9,SA,1
Alacant / Alicante,2011,9,SA,1
Almería,2011,9,SA,1
Ávila,2011,9,SA,0
Badajoz,2011,9,SA,0
Illes Balears,2011,9,SA,2
Barcelona,2011,9,SA,16
Burgos,2011,9,SA,0
Cáceres,2011,9,SA,0
Cádiz,2011,9,SA,2
Castelló / Castellón,2011,9,SA,1
Ciudad Real,2011,9,SA,0
Córdoba,2011,9,SA,1
"Coruña, A",2011,9,SA,3
Cuenca,2011,9,SA,0
Girona,2011,9,SA,3
Granada,2011,9,SA,1
Guadalajara,2011,9,SA,1
Gipuzkoa,2011,9,SA,2
Huelva,2011,9,SA,1
Huesca,2011,9,SA,0
Jaén,2011,9,SA,1
León,2011,9,SA,0
Lleida,2011,9,SA,0
"Rioja, La",2011,9,SA,2
Lugo,2011,9,SA,0
Madrid,2011,9,SA,35
Málaga,2011,9,SA,2
Murcia,2011,9,SA,1
Navarra,2011,9,SA,1
Ourense,2011,9,SA,2
Asturias,2011,9,SA,3
Palencia,2011,9,SA,0
"Palmas, Las",2011,9,SA,0
Pontevedra,2011,9,SA,1
Salamanca,2011,9,SA,0
Santa Cruz de Tenerife,2011,9,SA,2
Cantabria,2011,9,SA,0
Segovia,2011,9,SA,0
Sevilla,2011,9,SA,24
Soria,2011,9,SA,0
Tarragona,2011,9,SA,2
Teruel,2011,9,SA,0
Toledo,2011,9,SA,1
València / Valencia,2011,9,SA,3
Valladolid,2011,9,SA,8
Bizkaia,2011,9,SA,3
Zamora,2011,9,SA,0
Zaragoza,2011,9,SA,1
Ceuta,2011,9,SA,0
Melilla,2011,9,SA,0
Araba / Álava,2011,9,SL,6
Albacete,2011,9,SL,12
Alacant / Alicante,2011,9,SL,38
Almería,2011,9,SL,10
Ávila,2011,9,SL,3
Badajoz,2011,9,SL,14
Illes Balears,2011,9,SL,27
Barcelona,2011,9,SL,186
Burgos,2011,9,SL,8
Cáceres,2011,9,SL,7
Cádiz,2011,9,SL,11
Castelló / Castellón,2011,9,SL,21
Ciudad Real,2011,9,SL,5
Córdoba,2011,9,SL,11
"Coruña, A",2011,9,SL,19
Cuenca,2011,9,SL,4
Girona,2011,9,SL,18
Granada,2011,9,SL,13
Guadalajara,2011,9,SL,2
Gipuzkoa,2011,9,SL,25
Huelva,2011,9,SL,9
Huesca,2011,9,SL,4
Jaén,2011,9,SL,5
León,2011,9,SL,8
Lleida,2011,9,SL,18
"Rioja, La",2011,9,SL,7
Lugo,2011,9,SL,10
Madrid,2011,9,SL,210
Málaga,2011,9,SL,46
Murcia,2011,9,SL,19
Navarra,2011,9,SL,15
Ourense,2011,9,SL,7
Asturias,2011,9,SL,13
Palencia,2011,9,SL,1
"Palmas, Las",2011,9,SL,27
Pontevedra,2011,9,SL,30
Salamanca,2011,9,SL,5
Santa Cruz de Tenerife,2011,9,SL,18
Cantabria,2011,9,SL,15
Segovia,2011,9,SL,0
Sevilla,2011,9,SL,43
Soria,2011,9,SL,1
Tarragona,2011,9,SL,22
Teruel,2011,9,SL,5
Toledo,2011,9,SL,13
València / Valencia,2011,9,SL,49
Valladolid,2011,9,SL,14
Bizkaia,2011,9,SL,26
Zamora,2011,9,SL,0
Zaragoza,2011,9,SL,19
Ceuta,2011,9,SL,0
Melilla,2011,9,SL,0
Araba / Álava,2011,9,Otras,0
Albacete,2011,9,Otras,1
Alacant / Alicante,2011,9,Otras,0
Almería,2011,9,Otras,0
Ávila,2011,9,Otras,0
Badajoz,2011,9,Otras,0
Illes Balears,2011,9,Otras,1
Barcelona,2011,9,Otras,5
Burgos,2011,9,Otras,0
Cáceres,2011,9,Otras,0
Cádiz,2011,9,Otras,0
Castelló / Castellón,2011,9,Otras,1
Ciudad Real,2011,9,Otras,0
Córdoba,2011,9,Otras,0
"Coruña, A",2011,9,Otras,1
Cuenca,2011,9,Otras,0
Girona,2011,9,Otras,1
Granada,2011,9,Otras,0
Guadalajara,2011,9,Otras,0
Gipuzkoa,2011,9,Otras,0
Huelva,2011,9,Otras,0
Huesca,2011,9,Otras,0
Jaén,2011,9,Otras,0
León,2011,9,Otras,0
Lleida,2011,9,Otras,0
"Rioja, La",2011,9,Otras,0
Lugo,2011,9,Otras,0
Madrid,2011,9,Otras,5
Málaga,2011,9,Otras,0
Murcia,2011,9,Otras,0
Navarra,2011,9,Otras,0
Ourense,2011,9,Otras,0
Asturias,2011,9,Otras,0
Palencia,2011,9,Otras,0
"Palmas, Las",2011,9,Otras,1
Pontevedra,2011,9,Otras,0
Salamanca,2011,9,Otras,0
Santa Cruz de Tenerife,2011,9,Otras,0
Cantabria,2011,9,Otras,0
Segovia,2011,9,Otras,0
Sevilla,2011,9,Otras,1
Soria,2011,9,Otras,0
Tarragona,2011,9,Otras,0
Teruel,2011,9,Otras,0
Toledo,2011,9,Otras,0
València / Valencia,2011,9,Otras,1
Valladolid,2011,9,Otras,0
Bizkaia,2011,9,Otras,0
Zamora,2011,9,Otras,0
Zaragoza,2011,9,Otras,2
Ceuta,2011,9,Otras,0
Melilla,2011,9,Otras,0
Araba / Álava,2011,10,SA,1
Albacete,2011,10,SA,1
Alacant / Alicante,2011,10,SA,2
Almería,2011,10,SA,0
Ávila,2011,10,SA,1
Badajoz,2011,10,SA,1
Illes Balears,2011,10,SA,1
Barcelona,2011,10,SA,35
Burgos,2011,10,SA,1
Cáceres,2011,10,SA,0
Cádiz,2011,10,SA,0
Castelló / Castellón,2011,10,SA,1
Ciudad Real,2011,10,SA,0
Córdoba,2011,10,SA,0
"Coruña, A",2011,10,SA,3
Cuenca,2011,10,SA,0
Girona,2011,10,SA,1
Granada,2011,10,SA,0
Guadalajara,2011,10,SA,0
Gipuzkoa,2011,10,SA,1
Huelva,2011,10,SA,1
Huesca,2011,10,SA,0
Jaén,2011,10,SA,0
León,2011,10,SA,0
Lleida,2011,10,SA,0
"Rioja, La",2011,10,SA,0
Lugo,2011,10,SA,0
Madrid,2011,10,SA,44
Málaga,2011,10,SA,1
Murcia,2011,10,SA,3
Navarra,2011,10,SA,13
Ourense,2011,10,SA,1
Asturias,2011,10,SA,2
Palencia,2011,10,SA,0
"Palmas, Las",2011,10,SA,3
Pontevedra,2011,10,SA,6
Salamanca,2011,10,SA,0
Santa Cruz de Tenerife,2011,10,SA,0
Cantabria,2011,10,SA,0
Segovia,2011,10,SA,0
Sevilla,2011,10,SA,9
Soria,2011,10,SA,0
Tarragona,2011,10,SA,2
Teruel,2011,10,SA,0
Toledo,2011,10,SA,0
València / Valencia,2011,10,SA,6
Valladolid,2011,10,SA,2
Bizkaia,2011,10,SA,5
Zamora,2011,10,SA,0
Zaragoza,2011,10,SA,4
Ceuta,2011,10,SA,1
Melilla,2011,10,SA,0
Araba / Álava,2011,10,SL,9
Albacete,2011,10,SL,18
Alacant / Alicante,2011,10,SL,36
Almería,2011,10,SL,12
Ávila,2011,10,SL,1
Badajoz,2011,10,SL,13
Illes Balears,2011,10,SL,40
Barcelona,2011,10,SL,202
Burgos,2011,10,SL,4
Cáceres,2011,10,SL,5
Cádiz,2011,10,SL,22
Castelló / Castellón,2011,10,SL,14
Ciudad Real,2011,10,SL,5
Córdoba,2011,10,SL,8
"Coruña, A",2011,10,SL,48
Cuenca,2011,10,SL,5
Girona,2011,10,SL,27
Granada,2011,10,SL,14
Guadalajara,2011,10,SL,2
Gipuzkoa,2011,10,SL,21
Huelva,2011,10,SL,11
Huesca,2011,10,SL,4
Jaén,2011,10,SL,5
León,2011,10,SL,5
Lleida,2011,10,SL,9
"Rioja, La",2011,10,SL,6
Lugo,2011,10,SL,11
Madrid,2011,10,SL,220
Málaga,2011,10,SL,49
Murcia,2011,10,SL,25
Navarra,2011,10,SL,20
Ourense,2011,10,SL,3
Asturias,2011,10,SL,20
Palencia,2011,10,SL,4
"Palmas, Las",2011,10,SL,26
Pontevedra,2011,10,SL,35
Salamanca,2011,10,SL,10
Santa Cruz de Tenerife,2011,10,SL,30
Cantabria,2011,10,SL,10
Segovia,2011,10,SL,0
Sevilla,2011,10,SL,43
Soria,2011,10,SL,0
Tarragona,2011,10,SL,18
Teruel,2011,10,SL,2
Toledo,2011,10,SL,11
València / Valencia,2011,10,SL,69
Valladolid,2011,10,SL,16
Bizkaia,2011,10,SL,30
Zamora,2011,10,SL,2
Zaragoza,2011,10,SL,21
Ceuta,2011,10,SL,1
Melilla,2011,10,SL,0
Araba / Álava,2011,10,Otras,1
Albacete,2011,10,Otras,0
Alacant / Alicante,2011,10,Otras,0
Almería,2011,10,Otras,0
Ávila,2011,10,Otras,0
Badajoz,2011,10,Otras,0
Illes Balears,2011,10,Otras,0
Barcelona,2011,10,Otras,12
Burgos,2011,10,Otras,0
Cáceres,2011,10,Otras,0
Cádiz,2011,10,Otras,1
Castelló / Castellón,2011,10,Otras,0
Ciudad Real,2011,10,Otras,0
Córdoba,2011,10,Otras,0
"Coruña, A",2011,10,Otras,0
Cuenca,2011,10,Otras,0
Girona,2011,10,Otras,0
Granada,2011,10,Otras,1
Guadalajara,2011,10,Otras,0
Gipuzkoa,2011,10,Otras,0
Huelva,2011,10,Otras,0
Huesca,2011,10,Otras,0
Jaén,2011,10,Otras,0
León,2011,10,Otras,0
Lleida,2011,10,Otras,0
"Rioja, La",2011,10,Otras,0
Lugo,2011,10,Otras,0
Madrid,2011,10,Otras,18
Málaga,2011,10,Otras,0
Murcia,2011,10,Otras,0
Navarra,2011,10,Otras,0
Ourense,2011,10,Otras,0
Asturias,2011,10,Otras,0
Palencia,2011,10,Otras,0
"Palmas, Las",2011,10,Otras,0
Pontevedra,2011,10,Otras,1
Salamanca,2011,10,Otras,0
Santa Cruz de Tenerife,2011,10,Otras,4
Cantabria,2011,10,Otras,4
Segovia,2011,10,Otras,0
Sevilla,2011,10,Otras,4
Soria,2011,10,Otras,0
Tarragona,2011,10,Otras,0
Teruel,2011,10,Otras,0
Toledo,2011,10,Otras,0
València / Valencia,2011,10,Otras,2
Valladolid,2011,10,Otras,1
Bizkaia,2011,10,Otras,0
Zamora,2011,10,Otras,0
Zaragoza,2011,10,Otras,0
Ceuta,2011,10,Otras,0
Melilla,2011,10,Otras,0
Araba / Álava,2011,11,SA,0
Albacete,2011,11,SA,1
Alacant / Alicante,2011,11,SA,2
Almería,2011,11,SA,0
Ávila,2011,11,SA,0
Badajoz,2011,11,SA,2
Illes Balears,2011,11,SA,6
Barcelona,2011,11,SA,30
Burgos,2011,11,SA,1
Cáceres,2011,11,SA,1
Cádiz,2011,11,SA,0
Castelló / Castellón,2011,11,SA,0
Ciudad Real,2011,11,SA,2
Córdoba,2011,11,SA,2
"Coruña, A",2011,11,SA,2
Cuenca,2011,11,SA,0
Girona,2011,11,SA,4
Granada,2011,11,SA,1
Guadalajara,2011,11,SA,0
Gipuzkoa,2011,11,SA,1
Huelva,2011,11,SA,2
Huesca,2011,11,SA,1
Jaén,2011,11,SA,1
León,2011,11,SA,0
Lleida,2011,11,SA,2
"Rioja, La",2011,11,SA,6
Lugo,2011,11,SA,1
Madrid,2011,11,SA,48
Málaga,2011,11,SA,1
Murcia,2011,11,SA,2
Navarra,2011,11,SA,11
Ourense,2011,11,SA,1
Asturias,2011,11,SA,10
Palencia,2011,11,SA,0
"Palmas, Las",2011,11,SA,5
Pontevedra,2011,11,SA,2
Salamanca,2011,11,SA,1
Santa Cruz de Tenerife,2011,11,SA,1
Cantabria,2011,11,SA,2
Segovia,2011,11,SA,0
Sevilla,2011,11,SA,3
Soria,2011,11,SA,1
Tarragona,2011,11,SA,2
Teruel,2011,11,SA,0
Toledo,2011,11,SA,0
València / Valencia,2011,11,SA,5
Valladolid,2011,11,SA,0
Bizkaia,2011,11,SA,4
Zamora,2011,11,SA,0
Zaragoza,2011,11,SA,1
Ceuta,2011,11,SA,0
Melilla,2011,11,SA,1
Araba / Álava,2011,11,SL,9
Albacete,2011,11,SL,30
Alacant / Alicante,2011,11,SL,63
Almería,2011,11,SL,9
Ávila,2011,11,SL,3
Badajoz,2011,11,SL,23
Illes Balears,2011,11,SL,62
Barcelona,2011,11,SL,256
Burgos,2011,11,SL,20
Cáceres,2011,11,SL,12
Cádiz,2011,11,SL,14
Castelló / Castellón,2011,11,SL,24
Ciudad Real,2011,11,SL,8
Córdoba,2011,11,SL,13
"Coruña, A",2011,11,SL,33
Cuenca,2011,11,SL,7
Girona,2011,11,SL,54
Granada,2011,11,SL,16
Guadalajara,2011,11,SL,5
Gipuzkoa,2011,11,SL,27
Huelva,2011,11,SL,10
Huesca,2011,11,SL,3
Jaén,2011,11,SL,17
León,2011,11,SL,6
Lleida,2011,11,SL,20
"Rioja, La",2011,11,SL,6
Lugo,2011,11,SL,8
Madrid,2011,11,SL,243
Málaga,2011,11,SL,53
Murcia,2011,11,SL,26
Navarra,2011,11,SL,12
Ourense,2011,11,SL,3
Asturias,2011,11,SL,26
Palencia,2011,11,SL,11
"Palmas, Las",2011,11,SL,40
Pontevedra,2011,11,SL,48
Salamanca,2011,11,SL,11
Santa Cruz de Tenerife,2011,11,SL,25
Cantabria,2011,11,SL,11
Segovia,2011,11,SL,1
Sevilla,2011,11,SL,43
Soria,2011,11,SL,4
Tarragona,2011,11,SL,27
Teruel,2011,11,SL,2
Toledo,2011,11,SL,15
València / Valencia,2011,11,SL,126
Valladolid,2011,11,SL,17
Bizkaia,2011,11,SL,47
Zamora,2011,11,SL,7
Zaragoza,2011,11,SL,42
Ceuta,2011,11,SL,0
Melilla,2011,11,SL,1
Araba / Álava,2011,11,Otras,0
Albacete,2011,11,Otras,1
Alacant / Alicante,2011,11,Otras,1
Almería,2011,11,Otras,0
Ávila,2011,11,Otras,0
Badajoz,2011,11,Otras,0
Illes Balears,2011,11,Otras,1
Barcelona,2011,11,Otras,11
Burgos,2011,11,Otras,0
Cáceres,2011,11,Otras,0
Cádiz,2011,11,Otras,0
Castelló / Castellón,2011,11,Otras,0
Ciudad Real,2011,11,Otras,2
Córdoba,2011,11,Otras,0
"Coruña, A",2011,11,Otras,1
Cuenca,2011,11,Otras,1
Girona,2011,11,Otras,0
Granada,2011,11,Otras,0
Guadalajara,2011,11,Otras,0
Gipuzkoa,2011,11,Otras,0
Huelva,2011,11,Otras,0
Huesca,2011,11,Otras,0
Jaén,2011,11,Otras,0
León,2011,11,Otras,0
Lleida,2011,11,Otras,0
"Rioja, La",2011,11,Otras,0
Lugo,2011,11,Otras,0
Madrid,2011,11,Otras,12
Málaga,2011,11,Otras,0
Murcia,2011,11,Otras,0
Navarra,2011,11,Otras,0
Ourense,2011,11,Otras,0
Asturias,2011,11,Otras,1
Palencia,2011,11,Otras,0
"Palmas, Las",2011,11,Otras,10
Pontevedra,2011,11,Otras,0
Salamanca,2011,11,Otras,0
Santa Cruz de Tenerife,2011,11,Otras,0
